r,49,21,1
r,50,21,-1
r,52,21,-1
r,12,22,1
r,13,22,-1
r,18,22,-1
r,19,22,-1
r,20,22,-1
r,22,22,1
r,23,22,1
r,24,22,1
r,27,22,-1
r,31,22,-1
r,32,22,-1
r,33,22,-1
r,34,22,1
r,35,22,-1
r,42,22,1
r,43,22,1
r,44,22,1
r,46,22,1
r,47,22,1
r,48,22,1
r,50,22,-1
r,51,22,1
r,52,22,-1
r,4,23,1
r,13,23,-1
r,18,23,-1
r,19,23,-1
r,20,23,-1
r,23,23,1
r,24,23,1
r,31,23,-1
r,32,23,-1
r,33,23,-1
r,34,23,-1
r,35,23,-1
r,42,23,-1
r,43,23,-1
r,47,23,1
r,49,23,1
r,50,23,1
r,52,23,-1
r,53,23,1
r,13,24,-1
r,18,24,1
r,19,24,-1
r,20,24,-1
r,23,24,1
r,24,24,1
r,27,24,-1
r,31,24,-1
r,32,24,-1
r,33,24,-1
r,34,24,-1
r,35,24,1
r,42,24,1
r,43,24,-1
r,46,24,1
r,47,24,1
r,50,24,-1
r,51,24,-1
r,52,24,1
r,53,24,-1
r,7,25,-1
r,13,25,-1
r,18,25,1
r,19,25,-1
r,20,25,1
r,22,25,-1
r,23,25,1
r,24,25,1
r,27,25,1
r,31,25,-1
r,32,25,-1
r,33,25,-1
r,34,25,-1
r,35,25,-1
r,40,25,-1
r,42,25,-1
r,43,25,-1
r,47,25,1
r,50,25,-1
r,51,25,1
r,52,25,-1
r,13,26,-1
r,18,26,-1
r,19,26,-1
r,20,26,-1
r,22,26,-1
r,23,26,1
r,24,26,1
r,31,26,-1
r,32,26,-1
r,33,26,1
r,34,26,-1
r,42,26,-1
r,43,26,-1
r,47,26,1
r,50,26,1
r,52,26,1
r,12,27,1
r,13,27,-1
r,18,27,-1
r,19,27,-1
r,20,27,-1
r,22,27,-1
r,23,27,1
r,24,27,1
r,27,27,1
r,31,27,-1
r,32,27,-1
r,33,27,1
r,34,27,-1
r,35,27,1
r,42,27,1
r,43,27,-1
r,45,27,1
r,47,27,1
r,49,27,1
r,50,27,-1
r,51,27,1
r,52,27,-1
r,53,27,-1
r,13,28,-1
r,16,28,-1
r,18,28,-1
r,19,28,-1
r,20,28,-1
r,22,28,1
r,23,28,1
r,24,28,-1
r,31,28,-1
r,32,28,-1
r,33,28,1
r,34,28,-1
r,42,28,-1
r,43,28,-1
r,47,28,-1
r,50,28,1
r,52,28,1
r,13,29,-1
r,18,29,-1
r,19,29,-1
r,20,29,-1
r,23,29,1
r,24,29,1
r,31,29,-1
r,32,29,-1
r,33,29,-1
r,34,29,-1
r,35,29,1
r,40,29,-1
r,42,29,-1
r,43,29,-1
r,47,29,-1
r,50,29,-1
r,52,29,1
r,13,30,-1
r,18,30,1
r,19,30,-1
r,20,30,-1
r,23,30,1
r,24,30,1
r,31,30,-1
r,32,30,-1
r,33,30,-1
r,34,30,-1
r,42,30,-1
r,43,30,-1
r,47,30,1
r,50,30,-1
r,52,30,1
r,13,31,-1
r,18,31,-1
r,19,31,-1
r,20,31,-1
r,22,31,1
r,23,31,1
r,24,31,-1
r,31,31,-1
r,32,31,-1
r,33,31,1
r,34,31,-1
r,35,31,-1
r,40,31,1
r,42,31,-1
r,43,31,-1
r,47,31,1
r,50,31,-1
r,52,31,-1
r,13,32,-1
r,18,32,1
r,19,32,-1
r,20,32,-1
r,21,32,1
r,23,32,1
r,24,32,1
r,31,32,-1
r,32,32,-1
r,33,32,-1
r,42,32,-1
r,43,32,-1
r,47,32,-1
r,50,32,-1
r,52,32,1
r,7,33,-1
r,13,33,-1
r,18,33,1
r,19,33,-1
r,20,33,-1
r,23,33,1
r,24,33,1
r,31,33,-1
r,32,33,-1
r,33,33,1
r,34,33,-1
r,35,33,1
r,42,33,-1
r,43,33,-1
r,47,33,1
r,50,33,-1
r,52,33,-1
r,6,34,1
r,13,34,-1
r,18,34,-1
r,19,34,-1
r,20,34,-1
r,23,34,1
r,24,34,1
r,31,34,-1
r,32,34,-1
r,33,34,1
r,34,34,-1
r,35,34,-1
r,42,34,-1
r,43,34,-1
r,45,34,1
r,46,34,-1
r,47,34,1
r,50,34,-1
r,52,34,-1
r,13,35,-1
r,18,35,-1
r,19,35,-1
r,20,35,-1
r,22,35,-1
r,23,35,1
r,24,35,1
r,31,35,-1
r,32,35,-1
r,33,35,-1
r,34,35,-1
r,35,35,-1
r,42,35,1
r,43,35,-1
r,47,35,1
r,50,35,-1
r,52,35,-1
r,7,36,-1
r,13,36,-1
r,18,36,-1
r,19,36,-1
r,20,36,-1
r,21,36,1
r,23,36,1
r,24,36,1
r,31,36,-1
r,32,36,-1
r,33,36,-1
r,34,36,-1
r,35,36,1
r,42,36,-1
r,43,36,-1
r,47,36,-1
r,50,36,-1
r,52,36,1
r,5,37,-1
r,13,37,-1
r,18,37,1
r,19,37,-1
r,20,37,-1
r,21,37,-1
r,23,37,1
r,24,37,1
r,31,37,-1
r,32,37,-1
r,33,37,-1
r,34,37,-1
r,35,37,1
r,42,37,-1
r,43,37,-1
r,47,37,1
r,50,37,-1
r,52,37,-1
r,4,38,1
r,5,38,1
r,13,38,-1
r,18,38,-1
r,19,38,1
r,20,38,-1
r,23,38,1
r,24,38,1
r,31,38,-1
r,32,38,-1
r,33,38,1
r,34,38,1
r,40,38,1
r,42,38,1
r,43,38,-1
r,46,38,1
r,47,38,1
r,50,38,-1
r,51,38,1
r,52,38,1
r,7,39,1
r,8,39,1
r,13,39,1
r,16,39,-1
r,18,39,1
r,19,39,-1
r,20,39,-1
r,22,39,-1
r,23,39,1
r,24,39,1
r,31,39,-1
r,32,39,-1
r,33,39,1
r,34,39,-1
r,35,39,-1
r,42,39,-1
r,43,39,-1
r,46,39,1
r,47,39,-1
r,50,39,-1
r,52,39,1
r,13,40,-1
r,18,40,-1
r,19,40,-1
r,20,40,-1
r,23,40,1
r,24,40,-1
r,27,40,-1
r,31,40,-1
r,32,40,-1
r,33,40,-1
r,34,40,-1
r,42,40,-1
r,43,40,-1
r,47,40,1
r,50,40,-1
r,52,40,1
r,4,41,1
r,5,41,1
r,7,41,1
r,8,41,1
r,13,41,1
r,17,41,1
r,18,41,-1
r,19,41,-1
r,20,41,-1
r,23,41,1
r,24,41,1
r,26,41,1
r,28,41,1
r,30,41,1
r,31,41,-1
r,32,41,1
r,33,41,1
r,34,41,1
r,35,41,1
r,36,41,-1
r,42,41,-1
r,43,41,-1
r,44,41,1
r,47,41,1
r,49,41,1
r,50,41,-1
r,51,41,1
r,52,41,1
r,53,41,1
i,2,prince,Prince
i,3,dylan,Bob Dylan
i,4,time,The Time
i,5,jimmyjam,Jimmy Jam and Terry Lewis
i,6,babes,Babes in Toyland
i,7,atmo,Atmosphere
i,8,semisonic,Semisonic
i,9,morrisday,Morris Day
i,10,jayhawks,The Jayhawks
i,11,granthart,Grant Hart
i,12,lipps,Lipps Inc
i,13,modsun,Mod Sun
i,14,replacements,The Replacements
i,15,soulasylum,Soul Asylum
i,16,marymacg,Mary MacGregor
i,17,tnelson,Tyka Nelson
i,18,trashmen,The Trashmen
i,19,lizzo,Lizzo
i,20,tapes,Tapes 'n Tapes
i,21,motioncity,Motion City Soundtrack
i,22,jets,The Jets
i,23,huskerdu,Hüsker Dü
i,24,geardaddies,Gear Daddies
i,25,okeedokee,Okee Dokee Bros
i,26,phimmelman,Peter Himmelman
i,27,turtles,Trample by Turtles
i,28,psymun,Psymun
i,29,next,Next
i,30,cbrown,Chastity Brown
i,31,animalchin,Animal Chin
i,32,ahc,American Head Charge
i,33,cadillac,Cadillac Blindside
i,34,atb,After the Burial
i,35,arcwelder,Arcwelder
i,36,vanity6,Vanity 6
i,37,quietdrive,Quietdrive
i,38,suburbs,The Suburbs
i,39,mint,Mint Condition
i,40,dessa,Dessa
i,41,hippocampus,Hippo Campus
