r,4,2,1
r,5,2,1
r,6,2,1
r,7,2,1
r,8,2,1
r,10,2,1
r,11,2,1
r,12,2,1
r,13,2,1
r,15,2,1
r,17,2,1
r,18,2,1
r,19,2,1
r,20,2,1
r,21,2,1
r,22,2,1
r,23,2,1
r,24,2,1
r,26,2,1
r,27,2,1
r,28,2,1
r,31,2,1
r,32,2,1
r,33,2,1
r,34,2,1
r,36,2,1
r,37,2,1
r,38,2,1
r,40,2,1
r,41,2,-1
r,42,2,1
r,43,2,1
r,44,2,1
r,45,2,-1
r,46,2,1
r,47,2,-1
r,48,2,1
r,49,2,1
r,50,2,1
r,51,2,1
r,52,2,1
r,53,2,1
r,54,2,1
r,3,3,1
r,4,3,1
r,5,3,1
r,6,3,1
r,7,3,1
r,8,3,1
r,10,3,1
r,11,3,1
r,12,3,1
r,13,3,1
r,14,3,1
r,17,3,1
r,18,3,1
r,19,3,1
r,20,3,1
r,21,3,-1
r,22,3,1
r,23,3,1
r,24,3,1
r,25,3,-1
r,26,3,1
r,27,3,1
r,28,3,1
r,29,3,1
r,30,3,1
r,31,3,1
r,32,3,1
r,33,3,1
r,34,3,1
r,35,3,1
r,36,3,-1
r,37,3,1
r,38,3,1
r,39,3,1
r,40,3,1
r,41,3,1
r,42,3,1
r,43,3,1
r,44,3,1
r,45,3,1
r,47,3,1
r,49,3,1
r,50,3,1
r,51,3,1
r,52,3,1
r,53,3,1
r,54,3,1
r,13,4,-1
r,18,4,1
r,19,4,-1
r,20,4,-1
r,22,4,1
r,23,4,1
r,24,4,1
r,31,4,-1
r,32,4,-1
r,33,4,1
r,34,4,-1
r,35,4,-1
r,42,4,-1
r,43,4,-1
r,46,4,1
r,47,4,-1
r,50,4,1
r,52,4,-1
r,4,5,1
r,7,5,-1
r,13,5,-1
r,18,5,1
r,19,5,-1
r,20,5,-1
r,23,5,1
r,24,5,1
r,31,5,-1
r,32,5,-1
r,33,5,1
r,34,5,-1
r,35,5,1
r,42,5,-1
r,43,5,-1
r,47,5,-1
r,50,5,1
r,52,5,-1
r,7,6,-1
r,13,6,-1
r,18,6,1
r,19,6,-1
r,20,6,-1
r,23,6,1
r,24,6,1
r,31,6,-1
r,32,6,-1
r,33,6,-1
r,34,6,-1
r,35,6,-1
r,40,6,1
r,42,6,-1
r,43,6,-1
r,47,6,-1
r,50,6,-1
r,52,6,1
r,3,7,1
r,6,7,1
r,8,7,1
r,13,7,-1
r,17,7,1
r,18,7,1
r,19,7,-1
r,20,7,-1
r,22,7,-1
r,23,7,1
r,24,7,1
r,27,7,-1
r,31,7,-1
r,32,7,-1
r,33,7,1
r,34,7,1
r,35,7,1
r,40,7,1
r,42,7,-1
r,43,7,-1
r,47,7,-1
r,49,7,1
r,50,7,-1
r,52,7,-1
r,4,8,1
r,5,8,-1
r,13,8,-1
r,18,8,1
r,19,8,-1
r,20,8,-1
r,21,8,-1
r,23,8,1
r,24,8,1
r,31,8,-1
r,32,8,-1
r,33,8,-1
r,34,8,1
r,35,8,-1
r,42,8,-1
r,43,8,-1
r,44,8,1
r,46,8,-1
r,47,8,1
r,49,8,1
r,50,8,-1
r,52,8,-1
r,8,9,1
r,13,9,-1
r,15,9,1
r,16,9,-1
r,18,9,-1
r,19,9,-1
r,20,9,-1
r,21,9,1
r,23,9,1
r,24,9,1
r,31,9,-1
r,32,9,1
r,33,9,1
r,34,9,1
r,35,9,-1
r,42,9,-1
r,43,9,-1
r,47,9,-1
r,50,9,-1
r,51,9,-1
r,52,9,-1
r,53,9,-1
r,13,10,-1
r,18,10,1
r,19,10,-1
r,20,10,-1
r,23,10,1
r,24,10,1
r,31,10,-1
r,32,10,-1
r,33,10,-1
r,34,10,-1
r,35,10,1
r,42,10,-1
r,43,10,-1
r,47,10,1
r,49,10,1
r,50,10,1
r,52,10,1
r,8,11,1
r,13,11,-1
r,18,11,1
r,19,11,-1
r,20,11,-1
r,23,11,1
r,24,11,1
r,31,11,-1
r,32,11,-1
r,33,11,-1
r,34,11,-1
r,35,11,1
r,42,11,-1
r,43,11,1
r,47,11,1
r,50,11,-1
r,51,11,-1
r,52,11,1
r,4,12,1
r,7,12,1
r,13,12,-1
r,18,12,1
r,19,12,-1
r,20,12,-1
r,23,12,1
r,24,12,-1
r,31,12,-1
r,32,12,-1
r,33,12,1
r,34,12,-1
r,35,12,1
r,42,12,-1
r,43,12,-1
r,47,12,1
r,50,12,-1
r,51,12,1
r,52,12,-1
r,8,13,1
r,13,13,1
r,18,13,1
r,19,13,-1
r,20,13,-1
r,21,13,-1
r,22,13,1
r,23,13,1
r,24,13,1
r,31,13,-1
r,32,13,-1
r,33,13,-1
r,34,13,-1
r,35,13,1
r,42,13,-1
r,43,13,-1
r,44,13,1
r,45,13,1
r,47,13,-1
r,50,13,1
r,52,13,-1
r,53,13,-1
r,4,14,1
r,5,14,1
r,7,14,1
r,13,14,1
r,18,14,1
r,19,14,-1
r,20,14,-1
r,22,14,1
r,23,14,1
r,24,14,1
r,27,14,-1
r,31,14,-1
r,32,14,-1
r,33,14,1
r,34,14,-1
r,42,14,1
r,43,14,-1
r,46,14,-1
r,47,14,1
r,49,14,1
r,50,14,1
r,52,14,1
r,7,15,1
r,13,15,-1
r,18,15,-1
r,19,15,-1
r,20,15,-1
r,23,15,1
r,24,15,1
r,31,15,-1
r,32,15,-1
r,33,15,1
r,34,15,-1
r,42,15,-1
r,43,15,-1
r,45,15,1
r,47,15,1
r,49,15,1
r,50,15,-1
r,52,15,-1
r,13,16,-1
r,18,16,1
r,19,16,-1
r,20,16,-1
r,21,16,-1
r,23,16,1
r,24,16,1
r,27,16,1
r,31,16,-1
r,32,16,-1
r,33,16,-1
r,34,16,-1
r,35,16,-1
r,42,16,-1
r,43,16,1
r,46,16,-1
r,47,16,-1
r,50,16,-1
r,52,16,-1
r,13,17,-1
r,18,17,1
r,19,17,-1
r,20,17,-1
r,23,17,1
r,24,17,1
r,31,17,-1
r,32,17,-1
r,33,17,-1
r,34,17,-1
r,35,17,1
r,42,17,-1
r,43,17,-1
r,47,17,-1
r,50,17,-1
r,52,17,-1
r,8,18,1
r,13,18,-1
r,18,18,1
r,19,18,-1
r,20,18,-1
r,21,18,-1
r,23,18,1
r,24,18,1
r,27,18,1
r,31,18,-1
r,32,18,-1
r,33,18,-1
r,34,18,-1
r,35,18,-1
r,40,18,-1
r,42,18,1
r,43,18,-1
r,47,18,1
r,50,18,-1
r,51,18,1
r,52,18,-1
r,4,19,1
r,5,19,1
r,6,19,1
r,7,19,1
r,9,19,1
r,11,19,1
r,12,19,1
r,13,19,1
r,18,19,1
r,19,19,-1
r,20,19,1
r,21,19,-1
r,23,19,1
r,24,19,-1
r,26,19,1
r,28,19,1
r,31,19,1
r,32,19,-1
r,33,19,1
r,34,19,1
r,35,19,1
r,36,19,-1
r,39,19,1
r,40,19,1
r,41,19,1
r,42,19,1
r,43,19,1
r,44,19,1
r,45,19,1
r,46,19,1
r,47,19,-1
r,48,19,1
r,49,19,1
r,50,19,1
r,51,19,1
r,52,19,1
r,53,19,1
r,54,19,-1
r,13,20,-1
r,16,20,-1
r,18,20,1
r,19,20,-1
r,20,20,-1
r,22,20,1
r,23,20,1
r,24,20,1
r,31,20,-1
r,32,20,-1
r,33,20,-1
r,34,20,-1
r,42,20,1
r,43,20,-1
r,47,20,1
r,49,20,1
r,50,20,-1
r,51,20,1
r,52,20,-1
r,7,21,1
r,8,21,-1
r,13,21,1
r,18,21,-1
r,19,21,-1
r,20,21,-1
r,22,21,1
r,23,21,1
r,24,21,1
r,26,21,1
r,31,21,-1
r,32,21,-1
r,33,21,1
r,34,21,-1
r,35,21,-1
r,42,21,1
r,43,21,-1
r,45,21,1
r,47,21,1
